Author;Title;Year;Journal;H_index;RefPerDoc
"Inamura, Tetsunari; Unenaka, Satoshi; Shibuya, Satoshi; Ohki, Yukari; Oouchida, Yutaka; Izumi, Shin-ichi";Development of VR platform for cloud-based neurorehabilitation and its application to research on sense of agency and ownership;2017;ADVANCED ROBOTICS;67;29,94
"Dennison, Mark Stephen; D'Zmura, Michael";Cybersickness without the wobble: Experimental results speak against postural instability theory;2017;APPLIED ERGONOMICS;107;49,78
"Moro, Christian; Stromberga, Zane; Stirling, Allan";Virtualisation devices for student learning: Comparison between desktop-based (Oculus Rift) and mobile-based (Gear VR) virtual reality in medical and health science education;2017;AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY;53;48,03
"Palmisano, Stephen; Mursic, Rebecca; Kim, Juno";Vection and cybersickness generated by head-and-display motion in the Oculus Rift;2017;DISPLAYS;59;48,71
"Park, Gangrae; Choi, Hyunmin; Lee, Uichin; Chin, Seongah";Virtual figure model crafting with VR HMD and Leap Motion;2017;IMAGING SCIENCE JOURNAL;27;30,00
"Neubauer, Daniel; Paepcke-Hjeltness, Verena; Evans, Pete; Barnhart, Betsy; Finseth, Tor";Experiencing Technology Enabled Empathy Mapping;2017;DESIGN JOURNAL;22;36,69
"Yasuda, Kazuhiro; Muroi, Daisuke; Ohira, Masahiro; Iwata, Hiroyasu";Validation of an immersive virtual reality system for training near and far space neglect in individuals with stroke: a pilot study;2017;TOPICS IN STROKE REHABILITATION;65;41,80
"Roth, Thorsten; Weier, Martin; Hinkenjann, Andre; Li, Yongmin; Slusallek, Philipp";A Quality-Centered Analysis of Eye Tracking Data in Foveated Rendering;2017;JOURNAL OF EYE MOVEMENT RESEARCH;24;48,12
"Saldana, Santiago J.; Marsh, Anthony P.; Rejeski, W. Jack; Haberl, Jack K.; Wu, Peggy; Rosenthal, Scott; Ip, Edward H.";Assessing balance through the use of a low-cost head-mounted display in older adults: a pilot study;2017;CLINICAL INTERVENTIONS IN AGING;85;42,77
"Sidanin, Predrag; Lazic, Marko; Obradovic, Ratko";Immersive Virtual Reality Course at the Digital Production Studies;2017;FME TRANSACTIONS;25;32,40
"Halabi, Osama; El-Seoud, Samir A.; Alja'am, Jihad M.; Alpona, Hena; Al-Hemadi, Moza; Al-Hassan, Dabia";Design of Immersive Virtual Reality System to Improve Communication Skills in Individuals with Autism;2017;INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGIES IN LEARNING;30;31,91
"Jimenez Fernandez-Palacios, Belen; Morabito, Daniele; Remondino, Fabio";Access to complex reality-based 3D models using virtual reality solutions;2017;JOURNAL OF CULTURAL HERITAGE;70;53,17
"Osumi, M.; Ichinose, A.; Sumitani, M.; Wake, N.; Sano, Y.; Yozu, A.; Kumagaya, S.; Kuniyoshi, Y.; Morioka, S.";Restoring movement representation and alleviating phantom limb pain through short-term neurorehabilitation with a virtual reality system;2017;EUROPEAN JOURNAL OF PAIN;114;52,60
"Alshaer, Abdulaziz; Regenbrecht, Holger; O'Hare, David";Immersion factors affecting perception and behaviour in a virtual reality power wheelchair simulator;2017;APPLIED ERGONOMICS;107;49,78
"Jones, Ted; Moore, Todd; Choo, James";The Impact of Virtual Reality on Chronic Pain;2016;PLOS ONE;367;48,10
"Slater, Mel; Sanchez-Vives, Maria V.";Enhancing Our Lives with Immersive Virtual Reality;2016;FRONTIERS IN ROBOTICS AND AI;37;51,43
"Bordegoni, Monica; Covarrubias, Mario; Caruso, Giandomenico; Cugini, Umberto";Freehand Gesture and Tactile Interaction for Shape Design;2016;JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING;53;45,86
"Foerster, Rebecca M.; Poth, Christian H.; Behler, Christian; Botsch, Mario; Schneider, Werner X.";Using the virtual reality device Oculus Rift for neuropsychological assessment of visual processing capabilities;2016;SCIENTIFIC REPORTS;242;46,99
"Olszewski, Kyle; Lim, Joseph J.; Saito, Shunsuke; Li, Hao";High-Fidelity Facial and Speech Animation for VR HMDs;2016;ACM TRANSACTIONS ON GRAPHICS;221;59,22
"Patney, Anjul; Salvi, Marco; Kim, Joohwan; Kaplanyan, Anton; Wyman, Chris; Benty, Nir; Luebke, David; Lefohn, Aaron";Towards Foveated Rendering for Gaze-Tracked Virtual Reality;2016;ACM TRANSACTIONS ON GRAPHICS;221;59,22
"Coxon, Matthew; Kelly, Nathan; Page, Sarah";Individual differences in virtual reality: Are spatial presence and spatial ability linked?;2016;VIRTUAL REALITY;51;59,84
"Silva, Gustavo R.; Donat, Julia C.; Rigoli, Marcelo M.; de Oliveira, Fernando R.; Kristensen, Christian H.";A questionnaire for measuring presence in virtual environments: factor analysis of the presence questionnaire and adaptation into Brazilian Portuguese;2016;VIRTUAL REALITY;51;59,84
"McGill, Mark; Williamson, John H.; Brewster, Stephen";Examining The Role of Smart TVs and VR HMDs in Synchronous At-a-Distance Media Consumption;2016;ACM TRANSACTIONS ON COMPUTER-HUMAN INTERACTION;95;106,78
"Ritz, Leah T.; Buss, Alan R.";A Framework for Aligning Instructional Design Strategies with Affordances of CAVE Immersive Virtual Reality Systems;2016;TECHTRENDS;42;39,17
"Pritchard, Stephen C.; Zopf, Regine; Polito, Vince; Kaplan, David M.; Williams, Mark A.";Non-hierarchical Influence of Visual Form, Touch, and Position Cues on Embodiment, Agency, and Presence in Virtual Reality;2016;FRONTIERS IN PSYCHOLOGY;133;64,70
"Gleasure, Rob; Feller, Joseph";A Rift in the Ground: Theorizing the Evolution of Anchor Values in Crowdfunding Communities through the Oculus Rift Case Study;2016;JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS;85;93,16
"Quinlivan, Brendan; Butler, John S.; Beiser, Ines; Williams, Laura; McGovern, Eavan; O'Riordan, Sean; Hutchinson, Michael; Reilly, Richard B.";Application of virtual reality head mounted display for investigation of movement: a novel effect of orientation of attention;2016;JOURNAL OF NEURAL ENGINEERING;120;63,94
"Weier, Martin; Roth, Thorsten; Kruijff, Ernst; Hinkenjann, Andre; Perard-Gayot, Arsene; Slusallek, Philipp; Li, Yongmin";Foveated Real-Time Ray Tracing for Head-Mounted Displays;2016;COMPUTER GRAPHICS FORUM;121;56,16
"Jang, Woncheol; Shin, Joon-Ho; Kim, Mingyu; Kim, Kwanguk (Kenny)";Human field of regard, field of view, and attention bias;2016;COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE;115;45,15
Cochrane, Thomas;Mobile VR in Education: From the Fringe to the Mainstream;2016;INTERNATIONAL JOURNAL OF MOBILE AND BLENDED LEARNING;17;56,50
"Shin, Jongkyu; An, Gwangseok; Park, Joon-Sang; Baek, Seung Jun; Lee, Kyogu";Application of precise indoor position tracking to immersive virtual reality with translational movement support;2016;MULTIMEDIA TOOLS AND APPLICATIONS;80;45,20
"Parmar, Dhaval; Bertrand, Jeffrey; Babu, Sabarish V.; Madathil, Kapil; Zelaya, Melissa; Wang, Tianwei; Wagner, John; Gramopadhye, Anand K.; Frady, Kristin";A comparative evaluation of viewing metaphors on psychophysical skills education in an interactive virtual environment;2016;VIRTUAL REALITY;51;59,84
"Menzies, R. J.; Rogers, S. J.; Phillips, A. M.; Chiarovano, E.; de Waele, C.; Verstraten, F. A. J.; MacDougall, H.";An objective measure for the visual fidelity of virtual reality and the risks of falls in a virtual environment;2016;VIRTUAL REALITY;51;59,84
"Wang, Yunqi; Liu, Weiqi; Meng, Xiangxiang; Fu, Hanyi; Zhang, Daliang; Kang, Yusi; Feng, Rui; Wei, Zhonglun; Zhu, Xiuqing; Jiang, Guohua";Development of an immersive virtual reality head-mounted display with high performance;2016;APPLIED OPTICS;203;31,13
"Serafin, Stefania; Erkut, Cumhur; Kojs, Juraj; Nilsson, Niels C.; Nordahl, Rolf";Virtual Reality Musical Instruments: State of the Art, Design Principles, and Future Directions;2016;COMPUTER MUSIC JOURNAL;42;29,00
"Dennison, Mark S.; Wisti, A. Zachary; D'Zmura, Michael";Use of physiological signals to predict cybersickness;2016;DISPLAYS;59;48,71
"Newbutt, Nigel; Sung, Connie; Kuo, Hung-Jen; Leahy, Michael J.; Lin, Chien-Chun; Tong, Boyang";Brief Report: A Pilot Study of the Use of a Virtual Reality Headset in Autism Populations;2016;JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS;186;55,85
"Chen, Zhidong; Sang, Xinzhu; Lin, Qiaojuan; Li, Jin; Yu, Xunbo; Gao, Xin; Yan, Binbin; Yu, Chongxiu; Dou, Wenhua; Xiao, Liquan";Acceleration for computer-generated hologram in head-mounted display with effective diffraction area recording method for eyes;2016;CHINESE OPTICS LETTERS;39;34,94
"Borrego, Adrin; Latorre, Jorge; Llorens, Roberto; Alcaniz, Mariano; Noe, Enrique";Feasibility of a walking virtual reality system for rehabilitation: objective and subjective parameters;2016;JOURNAL OF NEUROENGINEERING AND REHABILITATION;102;57,54
"Blissing, Bjorn; Bruzelius, Fredrik; Eriksson, Olle";Effects of Visual Latency on Vehicle Driving Behavior;2016;ACM TRANSACTIONS ON APPLIED PERCEPTION;53;53,19
Chen, Yu-Li;The Effects of Virtual Reality Learning Environment on Student Cognitive and Linguistic Development;2016;ASIA-PACIFIC EDUCATION RESEARCHER;31;47,04
"Kinateder, Max; Warren, William H.";Social Influence on Evacuation Behavior in Real and Virtual Environments;2016;FRONTIERS IN ROBOTICS AND AI;37;51,43
"Gautier, Estelle Jean dit; Bot-Robin, Virginie; Libessart, Aurelien; Doucede, Guillaume; Cosson, Michel; Rubod, Chrystele";Design of a Serious Game for Handling Obstetrical Emergencies;2016;JMIR SERIOUS GAMES;26;58,38
"Sun, Qi; Wei, Li-Yi; Kaufman, Arie";Mapping Virtual and Physical Reality;2016;ACM TRANSACTIONS ON GRAPHICS;221;59,22
"Thomas, James S.; France, Christopher R.; Applegate, Megan E.; Leitkam, Samuel T.; Pidcoe, Peter E.; Walkowski, Stevan";Effects of Visual Display on Joint Excursions Used to Play Virtual Dodgeball;2016;JMIR SERIOUS GAMES;26;58,38
Sohn, Bong-Soo;Design and Comparison of Immersive Gesture Interfaces for HMD Based Virtual World Navigation;2016;IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS;50;25,17
"Bahat, Hilla Sarig; Sprecher, Elliot; Sela, Itamar; Treleaven, Julia";Neck motion kinematics: an inter-tester reliability study using an interactive neck VR assessment in asymptomatic individuals;2016;EUROPEAN SPINE JOURNAL;145;28,53
"Kwon, Oh-Hyun; Muelder, Chris; Lee, Kyungwon; Ma, Kwan-Liu";A Study of Layout, Rendering, and Interaction Methods for Immersive Graph Visualization;2016;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
Kramida, Gregory;Resolving the Vergence-Accommodation Conflict in Head-Mounted Displays;2016;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Newbutt, Nigel; Sung, Connie; Kuo, Hung Jen; Leahy, Michael. J.";The potential of virtual reality technologies to support people with an autism condition: A case study of acceptance, presence and negative effects;2016;ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE;18;0,00
"Riva, Giuseppe; Wiederhold, Brenda K.; Gaggioli, Andrea";Being Different: The Transformative Potential of Virtual Reality;2016;ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE;18;0,00
"Jeong, Seongwook; Jung, Eui S.; Im, Youngjae";Ergonomic evaluation of interaction techniques and 3D menus for the practical design of 3D stereoscopic displays;2016;INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS;84;48,51
"Lv, Zhihan; Chirivella, Javier; Gagliardo, Pablo";Bigdata Oriented Multimedia Mobile Health Applications;2016;JOURNAL OF MEDICAL SYSTEMS;89;34,46
"Zapf, Marc Patrick H.; Boon, Mei-Ying; Lovell, Nigel H.; Suaning, Gregg J.";Assistive peripheral phosphene arrays deliver advantages in obstacle avoidance in simulated end-stage retinitis pigmentosa: a virtual-reality study;2016;JOURNAL OF NEURAL ENGINEERING;120;63,94
"Schatzschneider, Christian; Bruder, Gerd; Steinicke, Frank";Who turned the clock? Effects of Manipulated Zeitgebers, Cognitive Load and Immersion on Time Estimation;2016;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Freitag, Sebastian; Weyers, Benjamin; Kuhlen, Torsten W.";Examining Rotation Gain in CAVE-like Virtual Environments;2016;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Greunke, Larry; Sadagic, Amela";Taking Immersive VR Leap in Training of Landing Signal Officers;2016;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Friston, Sebastian; Steed, Anthony; Tilbury, Simon; Gaydadjiev, Georgi";Construction and Evaluation of an Ultra Low Latency Frameless Renderer for VR;2016;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Steed, Anthony; Friston, Sebastian; Lopez, Maria Murcia; Drummond, Jason; Pan, Ye; Swapp, David";An 'In the Wild' Experiment on Presence and Embodiment using Consumer Virtual Reality Equipment;2016;IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS;148;38,90
"Kim, Yong Sun; Kim, Yongwan; Kim, Ki-Hong";Interactive digital graffiti canvas system;2016;COMPUTER ANIMATION AND VIRTUAL WORLDS;50;31,56
"Sankaranarayanan, Ganesh; Li, Baichun; Manser, Kelly; Jones, Stephanie B.; Jones, Daniel B.; Schwaitzberg, Steven; Cao, Caroline G. L.; De, Suvranu";Face and construct validation of a next generation virtual reality (Gen2-VR (c)) surgical simulator;2016;SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES;159;28,87
"Allen, Brian; Hanley, Taylor; Rokers, Bas; Green, C. Shawn";Visual 3D motion acuity predicts discomfort in 3D stereoscopic environments;2016;ENTERTAINMENT COMPUTING;31;53,04
"Johnson, Sarah; Coxon, Matthew";Sound can enhance the analgesic effect of virtual reality;2016;ROYAL SOCIETY OPEN SCIENCE;59;57,15
"Peperkorn, Henrik M.; Diemer, Julia E.; Alpers, Georg W.; Muehlberger, Andreas";Representation of Patients' Hand Modulates Fear Reactions of Patients with Spider Phobia in Virtual Reality;2016;FRONTIERS IN PSYCHOLOGY;133;64,70
"Bergstroem, Ilias; Kilteni, Konstantina; Slater, Mel";First-Person Perspective Virtual Body Posture Influences Stress: A Virtual Reality Body Ownership Study;2016;PLOS ONE;367;48,10
"Tamura, Yuichi; Nakamura, Hiroaki; Fujiwara, Susumu";An Intuitive Interface for Visualizing Numerical Data in a Head-Mounted Display with Gesture Control;2016;PLASMA AND FUSION RESEARCH;19;16,27
"Kim, Jung-Ho; Son, Ho-Jun; Lee, Sung-Jin; Yun, Deok-Young; Kwon, Soon-Chul; Lee, Seung-Hyun";Effectiveness of a Virtual Reality Head-Mounted Display System-based Developmental Eye Movement Test;2016;JOURNAL OF EYE MOVEMENT RESEARCH;24;48,12
"North, Max M.; North, Sarah";A Comparative Study of Sense of Presence of Traditional Virtual Reality and Immersive Environments;2016;AUSTRALASIAN JOURNAL OF INFORMATION SYSTEMS;22;72,94
"Peukert, Christian; Pfeiffer, Jella; Meißner, Martin; Pfeiffer, Thies; Weinhardt, Christof";Shopping in Virtual Reality Stores: The Influence of Immersion on System Adoption.;2019;JOURNAL OF MANAGEMENT INFORMATION SYSTEMS;153;71,39
"Liang, Hai-Ning; Lu, Feiyu; Shi, Yuwei; Nanjappan, Vijayakumar; Papangelis, Konstantinos";Evaluating the effects of collaboration and competition in navigation tasks and spatial knowledge acquisition within virtual reality environments.;2019;FUTURE GENERATION COMPUTER SYSTEMS;134;46,54
"Somrak, Andrej; Humar, Iztok; Hossain, M. Shamim; Alhamid, Mohammed F.; Hossain, M. Anwar; Guna, Jože";Estimating VR Sickness and user experience using different HMD technologies: An evaluation study.;2019;FUTURE GENERATION COMPUTER SYSTEMS;134;46,54
"Park, Kyudong; Kim, Dohyeon; Han, Sung H.";Usability of the size, spacing, and operation method of virtual buttons with virtual hand on head-mounted displays.;2020;INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS;84;48,51
"Martínez-Navarro, Jesus; Bigné, Enrique; Guixeres, Jaime; Alcañiz, Mariano; Torrecilla, Carmen";The influence of virtual reality in e-commerce.;2019;JOURNAL OF BUSINESS RESEARCH;217;85,95
"Czub, Marcin; Piskorz, Joanna";Body Movement Reduces Pain Intensity in Virtual Reality-Based Analgesia.;2018;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;76;70,94
"Louison, Céphise; Ferlay, Fabien; Mestre, Daniel R.";Spatialized Vibrotactile Feedback Improves Goal-Directed Movements in Cluttered Virtual Environments.;2018;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;76;70,94
"Shen, Jie(Doreen); Wang, Yanyun(Mia); Chen, Chen(Crystal); Nelson, Michelle R.; Yao, Mike Z.";Using virtual reality to promote the university brand: When do telepresence and system immersion matter?;2020;JOURNAL OF MARKETING COMMUNICATIONS;52;74,05
"Guna, Jože; Geršak, Gregor; Humar, Iztok; Song, Jeungeun; Drnovšek, Janko; Poga?nik, Matevž";Influence of video content type on users' virtual reality sickness perception and physiological response.;2019;FUTURE GENERATION COMPUTER SYSTEMS;134;46,54
"Erra, Ugo; Malandrino, Delfina; Pepe, Luca";Virtual Reality Interfaces for Interacting with Three-Dimensional Graphs.;2019;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;76;70,94
"Ellis, A.; Hunt, W.; Hart, J.";Real?Time Analytic Antialiased Text for 3?D Environments.;2019;COMPUTER GRAPHICS FORUM;121;56,16
"Laurell, Christofer; Sandström, Christian; Berthold, Adam; Larsson, Daniel";Exploring barriers to adoption of Virtual Reality through Social Media Analytics and Machine Learning – An assessment of technology, network, price and trialability.;2019;JOURNAL OF BUSINESS RESEARCH;217;85,95
"Chittaro, Luca; Sioni, Riccardo";Selecting Menu Items in Mobile Head-Mounted Displays: Effects of Selection Technique and Active Area.;2019;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;76;70,94
"Weier, Martin; Roth, Thorsten; Kruijff, Ernst; Hinkenjann, André; Pérard?Gayot, Arsène; Slusallek, Philipp; Li, Yongmin";Foveated Real-Time Ray Tracing for Head-Mounted Displays.;2016;COMPUTER GRAPHICS FORUM;121;56,16
"El Jamiy, Fatima; Marsh, Ronald";Survey on depth perception in head mounted displays: distance estimation in virtual reality, augmented reality, and mixed reality.;2019;IET IMAGE PROCESSING;49;42,74
"Tham, Jason; Duin, Ann Hill; Gee, Laura; Ernst, Nathan; Abdelqader, Bilal; McGrath, Megan";Understanding Virtual Reality: Presence, Embodiment, and Professional Practice.;2018;IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION;48;43,54
"Katsigiannis, Stamos; Willis, Rhys; Ramzan, Naeem";A QoE and Simulator Sickness Evaluation of a Smart-Exercise-Bike Virtual Reality System via User Feedback and Physiological Signals.;2019;IEEE TRANSACTIONS ON CONSUMER ELECTRONICS;105;31,23
"Zhang, Yingxue; Wang, Yingbin; Liu, Feiyang; Liu, Zizheng; Li, Yiming; Yang, Daiqin; Chen, Zhenzhong";Subjective Panoramic Video Quality Assessment Database for Coding Applications.;2018;IEEE TRANSACTIONS ON BROADCASTING;83;30,73
"Loup, Guillaume; Loup-Escande, Emilie";Effects of Travel Modes on Performances and User Comfort: A Comparison between ArmSwinger and Teleporting.;2019;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;76;70,94
"Chessa, Manuela; Maiello, Guido; Borsari, Alessia; Bex, Peter J.";The Perceptual Quality of the Oculus Rift for Immersive Virtual Reality.;2019;HUMAN-COMPUTER INTERACTION;73;75,24
"Lin, Chiuhsiang J.; Abreham, Betsha T.; Woldegiorgis, Bereket H.";Effects of displays on a direct reaching task: A comparative study of head mounted display and stereoscopic widescreen display.;2019;INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS;84;48,51
"CHING-LING FAN; WEN-CHIH LO; YU-TUNG PAI; CHENG-HSIN HSU";A Survey on 360° Video Streaming: Acquisition, Transmission, and Display.;2019;ACM COMPUTING SURVEYS;172;148,46
"Hladky, J.; Seidel, H. P.; Steinberger, M.";Tessellated Shading Streaming.;2019;COMPUTER GRAPHICS FORUM;121;56,16
Han, Bo;Mobile Immersive Computing: Research Challenges and the Road Ahead.;2019;IEEE COMMUNICATIONS MAGAZINE;260;11,95
"Wenjie Zou; Fuzheng Yang; Shuai Wan";Perceptual video quality metric for compression artefacts: from two-dimensional to omnidirectional.;2018;IET IMAGE PROCESSING;49;42,74
"Gleasure, Rob; Feller, Joseph";A Rift in the Ground: Theorizing the Evolution of Anchor Values in Crowdfunding Communities through the Oculus Rift Case Study.;2016;JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS;85;93,16
"Choi, Hee-soo; Kim, Sang-heon";A content service deployment plan for metaverse museum exhibitions—Centering on the combination of beacons and HMDs.;2017;INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT;132;101,78
Howard, Matt C.;Virtual Reality Interventions for Personal Development: A Meta-Analysis of Hardware and Software.;2019;HUMAN-COMPUTER INTERACTION;73;75,24
"Stengel, Michael; Grogorick, Steve; Eisemann, Martin; Magnor, Marcus";Adaptive Image-Space Sampling for Gaze-Contingent Real-time Rendering.;2016;COMPUTER GRAPHICS FORUM;121;56,16
Cochrane, Thomas;Mobile VR in Education: From the Fringe to the Mainstream.;2016;INFORMATION RESOURCES MANAGEMENT JOURNAL;43;77,70
"Li, Ranyang; Pan, Junjun; Si, Yaqing; Yan, Bin; Hu, Yong; Qin, Hong";Specular Reflections Removal for Endoscopic Image Sequences With Adaptive-RPCA Decomposition.;2020;IEEE TRANSACTIONS ON MEDICAL IMAGING;233;43,62
"Jeong, Seongwook; Jung, Eui S.; Im, Youngjae";Ergonomic evaluation of interaction techniques and 3D menus for the practical design of 3D stereoscopic displays.;2016;INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS;84;48,51
"Kerin, Mairi; Pham, Duc Truong";A review of emerging industry 4.0 technologies in remanufacturing.;2019;JOURNAL OF CLEANER PRODUCTION;232;68,09
"Lee, SY; Kang, J";Effect of virtual reality meditation on sleep quality of intensive care unit patients: A randomised controlled trial;2020;INTENSIVE AND CRITICAL CARE NURSING;59;28,38
"Chheang, V; Jeong, S; Lee, G; Ha, JS; Yoo, KH";Natural embedding of live actors and entities into 360 degrees virtual reality scenes;2020;JOURNAL OF SUPERCOMPUTING;68;40,23
"Pastel, S; Chen, CH; Martin, L; Naujoks, M; Petri, K; Witte, K";Comparison of gaze accuracy and precision in real-world and virtual reality;2020;VIRTUAL REALITY;51;59,84
"Goncalves, G; Melo, M; Vasconcelos-Raposo, J; Bessa, M";A novel method to enhance the touristic 360 degrees promotional video experience;2020;MULTIMEDIA TOOLS AND APPLICATIONS;80;45,20
"Yoon, HJ; Kim, J; Park, SW; Heo, H";Influence of virtual reality on visual parameters: immersive versus non-immersive mode;2020;BMC OPHTHALMOLOGY;49;27,48
"Filter, E; Eckes, A; Fiebelkorn, F; Bussing, AG";Virtual Reality Nature Experiences Involving Wolves on YouTube: Presence, Emotions, and Attitudes in Immersive and Nonimmersive Settings;2020;SUSTAINABILITY;109;64,87
"Wiesing, M; Fink, GR; Weidner, R";Accuracy and precision of stimulus timing and reaction times with Unreal Engine and SteamVR;2020;PLOS ONE;367;48,10
"Nelson, KM; Anggraini, E; Schluter, A";Virtual reality as a tool for environmental conservation and fundraising;2020;PLOS ONE;367;48,10
"Lee, KF; Chen, YL; Yu, CW; Chin, KY; Wu, CH";Gaze Tracking and Point Estimation Using Low-Cost Head-Mounted Devices;2020;SENSORS;196;48,16
"Li, G; Zhou, SH; Kong, Z; Guo, MY";Closed-Loop Attention Restoration Theory for Virtual Reality-Based Attentional Engagement Enhancement;2020;SENSORS;196;48,16
"Sanchez-Herrera-Baeza, P; Cano-de-la-Cuerda, R; Ona-Simbana, ED; Palacios-Cena, D; Perez-Corrales, J; Cuenca-Zaldivar, JN; Gueita-Rodriguez, J; de Quiros, CBB; Jardon-Huete, A; Cuesta-Gomez, A";The Impact of a Novel Immersive Virtual Reality Technology Associated with Serious Games in Parkinson's Disease Patients on Upper Limb Rehabilitation: A Mixed Methods Intervention Study;2020;SENSORS;196;48,16
"Syawaludin, MF; Lee, M; Hwang, JI";Foveation Pipeline for 360 degrees Video-Based Telemedicine;2020;SENSORS;196;48,16
"Ferrer, CDR; Shishido, H; Kitahara, I; Kameda, Y";Read-the-game: System for skill-based visual exploratory activity assessment with a full body virtual reality soccer simulation;2020;PLOS ONE;367;48,10
"Chan, ZYS; MacPhail, AJC; Au, IPH; Zhang, JH; Lam, BF; Ferber, R; Cheung, RTH";Walking with head-mounted virtual and augmented reality devices: Effects on position control and gait biomechanics;2019;PLOS ONE;367;48,10
Thomas, BH;Virtual Reality for Information Visualization Might Just Work This Time;2019;FRONTIERS IN ROBOTICS AND AI;37;51,43
"Peukert, C; Pfeiffer, J; Meissner, M; Pfeiffer, T; Weinhardt, C";Shopping in Virtual Reality Stores: The Influence of Immersion on System Adoption;2019;JOURNAL OF MANAGEMENT INFORMATION SYSTEMS;153;71,39
"Gong, XL; Liu, YJ; Jiao, Y; Wang, BJ; Zhou, JC; Yu, HY";A Novel Earthquake Education System Based on Virtual Reality;2015;IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS;50;25,17
"Leinen, P; Green, MFB; Esat, T; Wagner, C; Tautz, FS; Temirov, R";Virtual reality visual feedback for hand-controlled scanning probe microscopy manipulation of single molecules;2015;BEILSTEIN JOURNAL OF NANOTECHNOLOGY;66;75,58
"Norrby, M; Grebner, C; Eriksson, J; Bostrom, J";Molecular Rift: Virtual Reality for Drug Designers;2015;JOURNAL OF CHEMICAL INFORMATION AND MODELING;169;61,25
"Schoeffler, M; Gernert, JL; Neumayer, M; Westphal, S; Herre, J";On the validity of virtual reality-based auditory experiments: a case study about ratings of the overall listening experience;2015;VIRTUAL REALITY;51;59,84
"Masumoto, J; Inui, N";Visual and Proprioceptive Adaptation of Arm Position in a Virtual Environment;2015;JOURNAL OF MOTOR BEHAVIOR;75;50,39
"Li, H; Trutoiu, L; Olszewski, K; Wei, LY; Trutna, T; Hsieh, PL; Nicholls, A; Ma, CY";Facial Performance Sensing Head-Mounted Display;2015;ACM TRANSACTIONS ON GRAPHICS;221;59,22
"Wrzesien, M; Botella, C; Breton-Lopez, J; Gonzalez, ED; Burkhardt, JM; Alcaniz, M; Perez-Ara, MA";Treating small animal phobias using a projective-augmented reality system: A single-case study;2015;COMPUTERS IN HUMAN BEHAVIOR;203;76,61
"Chiarovano, E; de Waele, C; MacDougall, HG; Rogers, SJ; Burgess, AM; Curthoys, IS";Maintaining balance when looking at a virtual reality three-dimensional display of a field of moving dots or at a virtual reality scene;2015;FRONTIERS IN NEUROLOGY;80;49,16
"Kathner, I; Kubler, A; Halder, S";Rapid P300 brain-computer interface communication with a head-mounted display;2015;FRONTIERS IN NEUROSCIENCE;117;69,20
"Aiken, MP; Berry, MJ";Posttraumatic stress disorder: possibilities for olfaction and virtual reality exposure therapy;2015;VIRTUAL REALITY;51;59,84
"Zapf, MPH; Boon, MY; Matteucci, PB; Lovell, NH; Suaning, GJ";Towards an assistive peripheral visual prosthesis for long-term treatment of retinitis pigmentosa: evaluating mobility performance in immersive simulations;2015;JOURNAL OF NEURAL ENGINEERING;120;63,94
"Riva, G; Wiederhold, BK";The New Dawn of Virtual Reality in Health Care: Medical Simulation and Experiential Interface;2015;ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE;18;0,00
"Riecke, BE; Jordan, JD";Comparing the effectiveness of different displays in enhancing illusions of self-movement (vection);2015;FRONTIERS IN PSYCHOLOGY;133;64,70
